,Category,Rating,Reviews
2295,MEDICAL,2.6,41
2296,MEDICAL,4.6,625
2297,MEDICAL,4.8,12
2298,MEDICAL,4.2,64
2299,MEDICAL,4.7,11
2300,MEDICAL,3.0,4
2301,MEDICAL,3.5,214
2302,MEDICAL,4.6,66
2303,MEDICAL,4.8,59158
2304,MEDICAL,4.2,19473
2305,MEDICAL,4.6,73118
2306,MEDICAL,4.4,27524
2307,MEDICAL,4.8,102858
2308,MEDICAL,4.0,2094
2309,MEDICAL,3.7,236
2310,MEDICAL,4.2,33033
2311,MEDICAL,4.8,78825
2312,MEDICAL,4.7,18674
2313,MEDICAL,3.5,250
2314,MEDICAL,3.9,6266
2315,MEDICAL,4.2,22
2316,MEDICAL,4.8,53743
2317,MEDICAL,2.7,2657
2318,MEDICAL,4.2,4476
2319,MEDICAL,4.7,156410
2320,MEDICAL,4.6,2006
2321,MEDICAL,4.5,6099
2322,MEDICAL,4.7,23160
2323,MEDICAL,4.7,8348
2324,MEDICAL,4.5,7837
2325,MEDICAL,4.7,6185
2326,MEDICAL,4.0,3803
2327,MEDICAL,3.4,1838
2328,MEDICAL,3.5,3707
2329,MEDICAL,3.0,315
2330,MEDICAL,4.7,87418
2331,MEDICAL,4.6,21189
2332,MEDICAL,4.2,1746
2333,MEDICAL,4.8,69126
2334,MEDICAL,4.5,453
2335,MEDICAL,4.2,10710
2336,MEDICAL,3.8,700
2337,MEDICAL,3.0,914
2338,MEDICAL,4.4,15875
2339,MEDICAL,4.5,503
2340,MEDICAL,4.0,488
2341,MEDICAL,3.6,190
2342,MEDICAL,4.4,15
2343,MEDICAL,4.7,26862
2344,MEDICAL,4.9,100082
2345,MEDICAL,3.6,27
2346,MEDICAL,4.5,72167
2347,MEDICAL,4.1,21
2348,MEDICAL,4.6,6035
2349,MEDICAL,4.7,9945
2350,MEDICAL,4.7,4318
2351,MEDICAL,2.8,78
2352,MEDICAL,4.3,2218
2353,MEDICAL,4.6,47
2354,MEDICAL,4.3,23889
2355,MEDICAL,3.4,650
2357,MEDICAL,4.0,3498
2358,MEDICAL,4.8,3052
2359,MEDICAL,4.2,1747
2360,MEDICAL,3.0,45
2361,MEDICAL,4.5,1686
2362,MEDICAL,3.7,529
2363,MEDICAL,4.5,1388
2364,MEDICAL,4.5,572
2365,MEDICAL,4.6,92
2366,MEDICAL,4.2,1135
2367,MEDICAL,4.6,21189
2368,MEDICAL,3.6,54
2369,MEDICAL,4.4,275
2370,MEDICAL,4.4,2159
2371,MEDICAL,4.5,2951
2372,MEDICAL,4.5,2921
2373,MEDICAL,4.1,84
2374,MEDICAL,4.6,15545
2375,MEDICAL,4.3,5521
2376,MEDICAL,4.3,2108
2377,MEDICAL,4.7,73
2378,MEDICAL,4.5,63
2379,MEDICAL,4.5,408
2380,MEDICAL,4.5,171
2381,MEDICAL,4.2,33
2382,MEDICAL,4.4,197
2383,MEDICAL,3.9,272
2384,MEDICAL,4.2,4852
2385,MEDICAL,4.4,12
2386,MEDICAL,4.1,1533
2387,MEDICAL,3.4,51
2388,MEDICAL,4.1,38
2389,MEDICAL,4.0,15
2391,MEDICAL,4.1,90
2392,MEDICAL,3.5,1288
2393,MEDICAL,4.2,4303
2394,MEDICAL,4.0,1545
2395,MEDICAL,4.5,199
2396,MEDICAL,4.3,283
2397,MEDICAL,4.3,460
2398,MEDICAL,4.8,216
2399,MEDICAL,4.6,129
2400,MEDICAL,4.1,80
2401,MEDICAL,4.6,395
2402,MEDICAL,3.5,214
2403,MEDICAL,2.3,17
2404,MEDICAL,4.5,513
2405,MEDICAL,4.3,168
2406,MEDICAL,4.2,64
2407,MEDICAL,4.2,168
2408,MEDICAL,3.1,82
2409,MEDICAL,4.4,8
2410,MEDICAL,4.4,112
2411,MEDICAL,2.9,92
2412,MEDICAL,3.1,83
2413,MEDICAL,3.7,3
2414,MEDICAL,4.0,6
2415,MEDICAL,3.8,343
2416,MEDICAL,4.6,717
2417,MEDICAL,4.4,137
2418,MEDICAL,3.8,206
2420,MEDICAL,4.8,12
2421,MEDICAL,4.3,4107
2426,MEDICAL,3.7,9
2427,MEDICAL,5.0,3
2428,MEDICAL,3.0,2
2429,MEDICAL,3.7,20
2444,MEDICAL,3.7,3
2445,MEDICAL,5.0,1
2448,MEDICAL,5.0,3
2450,MEDICAL,5.0,4
2452,MEDICAL,5.0,2
2454,MEDICAL,5.0,4
2455,MEDICAL,5.0,2
2457,MEDICAL,5.0,3
2458,MEDICAL,5.0,2
2459,MEDICAL,5.0,1
2463,MEDICAL,4.3,10
2464,MEDICAL,4.9,28
2472,MEDICAL,5.0,1
2475,MEDICAL,4.9,14
2476,MEDICAL,4.6,5
2477,MEDICAL,5.0,1
2482,MEDICAL,4.0,1
2484,MEDICAL,5.0,2
2486,MEDICAL,4.0,2094
2487,MEDICAL,2.6,496
2488,MEDICAL,4.7,87418
2489,MEDICAL,4.8,53747
2490,MEDICAL,4.3,44
2491,MEDICAL,4.7,10
2492,MEDICAL,2.5,124
2493,MEDICAL,4.6,2014
2494,MEDICAL,4.5,503
2495,MEDICAL,4.1,21
2496,MEDICAL,4.5,11
2497,MEDICAL,4.3,573
2499,MEDICAL,3.8,700
2500,MEDICAL,4.4,163
2504,MEDICAL,4.5,330
2505,MEDICAL,4.5,453
2506,MEDICAL,3.8,24
2507,MEDICAL,4.5,1686
2508,MEDICAL,4.0,531
2509,MEDICAL,4.5,20
2510,MEDICAL,3.7,3596
2511,MEDICAL,4.3,56
2512,MEDICAL,3.7,9
2514,MEDICAL,4.4,27
2515,MEDICAL,3.8,63
2517,MEDICAL,2.7,2657
2518,MEDICAL,5.0,3
2519,MEDICAL,4.3,123
2520,MEDICAL,3.8,122
2521,MEDICAL,3.0,315
2522,MEDICAL,5.0,2
2523,MEDICAL,3.6,26
2524,MEDICAL,4.0,122
2525,MEDICAL,4.3,17
2526,MEDICAL,4.7,623
2527,MEDICAL,5.0,6
2528,MEDICAL,4.7,6
2530,MEDICAL,4.6,7
2531,MEDICAL,3.1,253
2532,MEDICAL,4.4,3786
2533,MEDICAL,5.0,1
2534,MEDICAL,3.6,10
2535,MEDICAL,2.8,66
2536,MEDICAL,4.4,65
2537,MEDICAL,4.2,1747
2538,MEDICAL,4.6,17
2539,MEDICAL,4.2,28
2541,MEDICAL,3.8,292
2542,MEDICAL,3.5,19
2543,MEDICAL,4.7,23160
2544,SOCIAL,4.1,78158306
2545,SOCIAL,4.5,66577313
2546,SOCIAL,4.3,8606259
2547,SOCIAL,4.4,49173
2548,SOCIAL,4.4,2955326
2549,SOCIAL,4.2,22492
2550,SOCIAL,4.0,17014787
2551,SOCIAL,4.3,1403
2552,SOCIAL,4.6,4305441
2553,SOCIAL,4.4,441189
2554,SOCIAL,4.2,4831125
2555,SOCIAL,4.4,4919
2556,SOCIAL,4.4,13762
2557,SOCIAL,4.3,6086
2558,SOCIAL,4.6,70616
2559,SOCIAL,4.4,1200
2560,SOCIAL,4.5,76480
2561,SOCIAL,4.6,271445
2562,SOCIAL,4.6,225103
2563,SOCIAL,4.6,33177
2564,SOCIAL,4.4,54768
2565,SOCIAL,4.5,457197
2566,SOCIAL,4.5,25562
2567,SOCIAL,4.3,16404
2568,SOCIAL,4.4,2508
2569,SOCIAL,4.6,79658
2570,SOCIAL,4.3,374
2571,SOCIAL,4.8,1259075
2572,SOCIAL,4.2,4751
2573,SOCIAL,4.6,60562
2574,SOCIAL,4.0,22695
2575,SOCIAL,4.6,22098
2576,SOCIAL,4.3,231325
2577,SOCIAL,3.6,13223
2578,SOCIAL,4.0,479908
2579,SOCIAL,4.5,313633
2580,SOCIAL,4.4,540930
2581,SOCIAL,4.5,57146
2582,SOCIAL,4.2,1225339
2583,SOCIAL,4.5,19583
2584,SOCIAL,4.3,344921
2585,SOCIAL,4.2,79129
2586,SOCIAL,4.2,83488
2587,SOCIAL,4.4,441189
2588,SOCIAL,4.3,3781770
2589,SOCIAL,4.3,315441
2590,SOCIAL,4.1,382120
2591,SOCIAL,4.5,412725
2592,SOCIAL,4.3,3806669
2593,SOCIAL,4.2,1259849
2594,SOCIAL,4.1,486824
2595,SOCIAL,4.3,1157004
2596,SOCIAL,4.2,423105
2597,SOCIAL,4.1,205803
2598,SOCIAL,4.1,285816
2599,SOCIAL,4.4,2955325
2600,SOCIAL,3.7,138026
2601,SOCIAL,3.9,8936
2602,SOCIAL,3.7,4253
2603,SOCIAL,4.0,17014705
2604,SOCIAL,4.5,66577446
2605,SOCIAL,3.6,14835
2606,SOCIAL,4.1,6388
2607,SOCIAL,4.1,309872
2608,SOCIAL,4.0,479909
2609,SOCIAL,4.1,17955
2610,SOCIAL,4.0,17015352
2611,SOCIAL,4.5,66577313
2612,SOCIAL,4.6,4305441
2613,SOCIAL,4.3,51502
2614,SOCIAL,4.3,1064049
2615,SOCIAL,4.2,58341
2616,SOCIAL,4.5,637309
2617,SOCIAL,4.2,1259894
2618,SOCIAL,4.3,1157003
2619,SOCIAL,4.1,161610
2620,SOCIAL,3.8,19446
2621,SOCIAL,4.2,1225367
2622,SOCIAL,4.4,1520959
2623,SOCIAL,4.3,3806669
2624,SOCIAL,4.2,423138
2625,SOCIAL,4.1,285820
2626,SOCIAL,4.0,33249
2627,SOCIAL,4.3,3781770
2628,SOCIAL,4.3,51504
2629,SOCIAL,4.2,1175794
2630,SOCIAL,4.2,1259894
2631,SOCIAL,4.0,852455
2632,SOCIAL,4.4,900064
2633,SOCIAL,4.0,3677
2634,SOCIAL,4.2,79129
2635,SOCIAL,4.2,83488
2636,SOCIAL,4.4,695613
2637,SOCIAL,4.1,382121
2638,SOCIAL,4.1,207712
2639,SOCIAL,4.3,175722
2640,SOCIAL,4.0,2052
2641,SOCIAL,4.2,79130
2642,SOCIAL,4.2,1175815
2643,SOCIAL,4.2,1259894
2644,SOCIAL,4.1,486830
2645,SOCIAL,4.0,852455
2646,SOCIAL,4.3,1064076
2647,SOCIAL,4.3,3781770
2648,SOCIAL,4.4,900064
2649,SOCIAL,4.4,624557
2650,SOCIAL,4.2,423138
2651,SOCIAL,4.2,522018
2652,SOCIAL,4.0,33249
2653,SOCIAL,4.2,79130
2654,SHOPPING,4.0,141613
2655,SHOPPING,4.5,6210998
2656,SHOPPING,4.6,591312
2657,SHOPPING,4.3,94294
2658,SHOPPING,4.2,608753
2659,SHOPPING,4.3,38961
2660,SHOPPING,4.6,5916606
2661,SHOPPING,4.4,441473
2662,SHOPPING,4.4,2788923
2663,SHOPPING,4.5,973270
2664,SHOPPING,4.3,909226
2665,SHOPPING,4.2,1573054
2666,SHOPPING,4.2,857923
2667,SHOPPING,4.4,35563
2668,SHOPPING,4.6,85858
2669,SHOPPING,4.2,106798
2670,SHOPPING,3.6,8820
2671,SHOPPING,4.5,37186
2672,SHOPPING,4.4,25714
2673,SHOPPING,3.8,44255
2674,SHOPPING,4.7,1084945
2675,SHOPPING,3.6,18252
2676,SHOPPING,4.2,42750
2677,SHOPPING,3.6,3656
2678,SHOPPING,4.3,216741
2679,SHOPPING,4.4,662287
2680,SHOPPING,4.5,30834
2681,SHOPPING,4.1,367290
2682,SHOPPING,4.3,2588
2683,SHOPPING,4.3,162655
2684,SHOPPING,4.7,3860225
2685,SHOPPING,4.3,125783
2686,SHOPPING,4.2,171584
2687,SHOPPING,4.2,244141
2688,SHOPPING,4.3,568273
2689,SHOPPING,4.2,142512
2690,SHOPPING,4.3,109124
2691,SHOPPING,4.6,135043
2692,SHOPPING,4.4,108592
2693,SHOPPING,4.3,1315242
2694,SHOPPING,3.8,48732
2695,SHOPPING,4.6,308234
2696,SHOPPING,4.5,178497
2697,SHOPPING,4.1,68406
2698,SHOPPING,4.4,6012719
2699,SHOPPING,4.3,45362
2700,SHOPPING,3.8,18364
2701,SHOPPING,4.0,15867
2702,SHOPPING,3.3,9189
2703,SHOPPING,4.1,23187
2704,SHOPPING,4.1,11798
2705,SHOPPING,4.2,9975
2706,SHOPPING,4.1,52896
2707,SHOPPING,4.4,7793
2708,SHOPPING,4.1,9701
2709,SHOPPING,4.2,31519
2710,SHOPPING,4.5,181990
2711,SHOPPING,4.3,213735
2712,SHOPPING,4.5,6211039
2713,SHOPPING,4.1,42871
2714,SHOPPING,4.5,315908
2715,SHOPPING,4.4,210208
2716,SHOPPING,4.6,1370749
2717,SHOPPING,4.5,79261
2718,SHOPPING,4.6,284725
2719,SHOPPING,4.7,67071
2720,SHOPPING,4.3,46153
2721,SHOPPING,4.4,101883
2722,SHOPPING,4.4,1659
2723,SHOPPING,4.2,9975
2724,SHOPPING,4.1,11798
2725,SHOPPING,4.1,52896
2726,SHOPPING,4.5,181990
2727,SHOPPING,4.7,57920
2728,SHOPPING,4.1,28523
2729,SHOPPING,4.2,24953
2730,SHOPPING,4.5,37253
2731,SHOPPING,4.4,210208
2732,SHOPPING,4.6,1370749
2733,SHOPPING,4.2,33758
2734,SHOPPING,4.6,284721
2735,SHOPPING,4.3,3420
2736,SHOPPING,4.1,7193
2737,SHOPPING,4.1,11798
2738,SHOPPING,4.4,2788923
2739,SHOPPING,4.1,52896
2740,SHOPPING,4.6,2278
2741,SHOPPING,4.2,5121
2742,SHOPPING,4.2,39735
2743,SHOPPING,4.1,9701
2744,SHOPPING,4.2,1558
2745,SHOPPING,4.3,213735
2746,SHOPPING,4.2,16966
2747,SHOPPING,4.5,181990
2748,SHOPPING,4.7,57920
2749,SHOPPING,4.5,6211039
2750,SHOPPING,4.3,125783
2751,SHOPPING,4.0,41986
2752,SHOPPING,4.4,441473
2753,SHOPPING,4.4,186116
2754,SHOPPING,4.0,13085
2755,SHOPPING,4.5,315908
2756,SHOPPING,4.6,5916569
2757,SHOPPING,4.1,28523
2758,SHOPPING,4.5,28560
2759,SHOPPING,3.9,34171
2760,SHOPPING,4.5,44588
2761,SHOPPING,4.2,4158
2762,SHOPPING,4.3,105773
2763,SHOPPING,4.3,909204
2764,SHOPPING,4.4,279428
2765,SHOPPING,4.5,33583
2766,SHOPPING,4.6,94205
2767,SHOPPING,4.4,210208
2768,SHOPPING,4.3,95520
2769,SHOPPING,4.3,46153
2770,SHOPPING,4.1,68406
2771,SHOPPING,4.7,181798
2772,SHOPPING,4.4,25719
2773,SHOPPING,4.2,142512
2774,SHOPPING,4.4,2788923
2775,SHOPPING,4.2,39735
2776,SHOPPING,4.2,5121
2777,SHOPPING,4.1,9701
2778,SHOPPING,4.0,13085
2779,SHOPPING,4.1,28523
2780,SHOPPING,4.5,44588
2781,SHOPPING,4.6,94205
2782,SHOPPING,4.3,95520
2783,SHOPPING,4.6,1370749
2784,SHOPPING,4.4,2788923
2785,SHOPPING,4.0,4602
2786,SHOPPING,4.5,72596
2787,SHOPPING,4.1,110425
2788,SHOPPING,4.4,2375
2789,SHOPPING,4.0,13085
2790,SHOPPING,4.6,5917485
2791,SHOPPING,4.5,35497
2792,SHOPPING,4.4,3878
2793,SHOPPING,4.5,33583
2794,SHOPPING,4.1,68406
2795,SHOPPING,4.3,44071
2796,SHOPPING,4.5,6212081
2797,SHOPPING,4.2,39735
2798,SHOPPING,3.8,6380
2799,SHOPPING,4.5,5123
2800,SHOPPING,4.7,181823
2801,PHOTOGRAPHY,4.1,19232
2802,PHOTOGRAPHY,4.6,98716
2803,PHOTOGRAPHY,4.8,109500
2804,PHOTOGRAPHY,4.0,21159
2805,PHOTOGRAPHY,4.7,1320
2806,PHOTOGRAPHY,4.7,50424
2807,PHOTOGRAPHY,4.1,32398
2808,PHOTOGRAPHY,4.5,10858556
2809,PHOTOGRAPHY,3.6,219745
2810,PHOTOGRAPHY,4.5,38953
2811,PHOTOGRAPHY,4.7,142634
2812,PHOTOGRAPHY,4.7,259450
2813,PHOTOGRAPHY,4.5,123029
2814,PHOTOGRAPHY,4.2,914804
2815,PHOTOGRAPHY,4.5,21841
2816,PHOTOGRAPHY,4.4,5282578
2817,PHOTOGRAPHY,4.5,10349
2818,PHOTOGRAPHY,4.5,859
2819,PHOTOGRAPHY,4.4,40289
2820,PHOTOGRAPHY,3.7,3362
2821,PHOTOGRAPHY,4.3,49680
2822,PHOTOGRAPHY,4.5,3378
2823,PHOTOGRAPHY,4.4,10525
2824,PHOTOGRAPHY,3.3,3492
2825,PHOTOGRAPHY,4.3,654419
2826,PHOTOGRAPHY,4.4,1864
2827,PHOTOGRAPHY,4.5,74476
2828,PHOTOGRAPHY,4.4,221858
2829,PHOTOGRAPHY,4.2,401820
2830,PHOTOGRAPHY,4.5,3116
2831,PHOTOGRAPHY,4.7,31985
2832,PHOTOGRAPHY,4.5,4400
2833,PHOTOGRAPHY,4.6,3337956
2834,PHOTOGRAPHY,4.6,11677
2835,PHOTOGRAPHY,4.4,3158047
2836,PHOTOGRAPHY,4.3,125259
2837,PHOTOGRAPHY,4.3,56114
2838,PHOTOGRAPHY,4.6,15700
2839,PHOTOGRAPHY,4.4,16523
2840,PHOTOGRAPHY,4.5,26361
2841,PHOTOGRAPHY,4.5,285788
2842,PHOTOGRAPHY,4.2,4410
2843,PHOTOGRAPHY,4.0,5855
2844,PHOTOGRAPHY,4.4,47090
2845,PHOTOGRAPHY,4.7,233039
2846,PHOTOGRAPHY,4.3,28578
2847,PHOTOGRAPHY,4.6,1159058
2848,PHOTOGRAPHY,4.4,53421
2849,PHOTOGRAPHY,4.5,1579287
2850,PHOTOGRAPHY,4.3,116880
2851,PHOTOGRAPHY,4.3,21730
2852,PHOTOGRAPHY,4.4,62421
2853,PHOTOGRAPHY,4.5,10858538
2854,PHOTOGRAPHY,4.4,70189
2855,PHOTOGRAPHY,4.6,847159
2856,PHOTOGRAPHY,4.3,251951
2857,PHOTOGRAPHY,4.6,98716
2858,PHOTOGRAPHY,4.3,654418
2859,PHOTOGRAPHY,4.4,5282558
2860,PHOTOGRAPHY,4.2,240475
2861,PHOTOGRAPHY,4.3,527247
2862,PHOTOGRAPHY,4.4,3157936
2863,PHOTOGRAPHY,3.9,55427
2864,PHOTOGRAPHY,4.3,68070
2865,PHOTOGRAPHY,4.4,2418135
2866,PHOTOGRAPHY,4.2,329160
2867,PHOTOGRAPHY,4.5,1579287
2868,PHOTOGRAPHY,4.3,42677
2869,PHOTOGRAPHY,4.3,1517369
2870,PHOTOGRAPHY,4.3,811693
2871,PHOTOGRAPHY,4.1,23440
2872,PHOTOGRAPHY,4.4,3368649
2873,PHOTOGRAPHY,4.3,42079
2874,PHOTOGRAPHY,4.0,29707
2875,PHOTOGRAPHY,4.0,15098
2876,PHOTOGRAPHY,4.0,35724
2877,PHOTOGRAPHY,4.4,71898
2878,PHOTOGRAPHY,4.3,4865093
2879,PHOTOGRAPHY,4.1,106080
2880,PHOTOGRAPHY,4.2,44941
2881,PHOTOGRAPHY,3.9,129272
2882,PHOTOGRAPHY,4.4,111066
2883,PHOTOGRAPHY,4.4,49553
2884,PHOTOGRAPHY,4.5,10859051
2885,PHOTOGRAPHY,4.4,70189
2886,PHOTOGRAPHY,4.6,847159
2887,PHOTOGRAPHY,4.3,251951
2888,PHOTOGRAPHY,4.6,98716
2889,PHOTOGRAPHY,4.1,43296
2890,PHOTOGRAPHY,4.0,130081
2891,PHOTOGRAPHY,4.3,462152
2892,PHOTOGRAPHY,4.2,140917
2893,PHOTOGRAPHY,4.0,88860
2894,PHOTOGRAPHY,4.1,49211
2895,PHOTOGRAPHY,4.1,351254
2896,PHOTOGRAPHY,4.0,157506
2897,PHOTOGRAPHY,4.3,1871416
2898,PHOTOGRAPHY,4.3,116880
2899,PHOTOGRAPHY,4.2,240475
2900,PHOTOGRAPHY,4.5,420973
2901,PHOTOGRAPHY,4.0,34753
2902,PHOTOGRAPHY,4.4,635846
2903,PHOTOGRAPHY,4.1,78140
2904,PHOTOGRAPHY,4.4,2418135
2905,PHOTOGRAPHY,4.3,244371
2906,PHOTOGRAPHY,4.3,12865
2907,PHOTOGRAPHY,4.2,215343
2908,PHOTOGRAPHY,4.3,6120977
2909,PHOTOGRAPHY,4.4,3368646
2910,PHOTOGRAPHY,4.4,753115
2911,PHOTOGRAPHY,4.3,4865107
2912,PHOTOGRAPHY,4.4,49553
2913,PHOTOGRAPHY,3.8,16320
2914,PHOTOGRAPHY,4.4,852649
2915,PHOTOGRAPHY,4.4,1494491
2916,PHOTOGRAPHY,4.3,527248
2917,PHOTOGRAPHY,4.6,819774
2918,PHOTOGRAPHY,4.0,33439
2919,PHOTOGRAPHY,4.1,351255
2920,PHOTOGRAPHY,4.2,477831
2921,PHOTOGRAPHY,4.3,1871421
2922,PHOTOGRAPHY,4.6,3337952
2923,PHOTOGRAPHY,4.6,126337
2924,PHOTOGRAPHY,4.3,68071
2925,PHOTOGRAPHY,4.2,240475
2926,PHOTOGRAPHY,4.1,373606
2927,PHOTOGRAPHY,4.2,15426
2928,PHOTOGRAPHY,4.6,714340
2929,PHOTOGRAPHY,4.6,1451000
2930,PHOTOGRAPHY,4.4,1490732
2931,PHOTOGRAPHY,4.7,2163282
2932,PHOTOGRAPHY,4.4,1163232
2933,PHOTOGRAPHY,4.1,114680
2934,PHOTOGRAPHY,4.3,751766
2935,PHOTOGRAPHY,4.4,2418158
2936,PHOTOGRAPHY,4.2,914917
2937,PHOTOGRAPHY,4.4,3158151
2938,PHOTOGRAPHY,4.5,7594559
2939,PHOTOGRAPHY,4.2,1028637
2940,PHOTOGRAPHY,3.8,167652
2941,PHOTOGRAPHY,4.3,811714
2942,PHOTOGRAPHY,4.4,1075277
2943,PHOTOGRAPHY,4.6,7529865
2944,PHOTOGRAPHY,4.4,3368705
2945,PHOTOGRAPHY,4.5,1579343
2946,PHOTOGRAPHY,4.2,93726
2947,PHOTOGRAPHY,4.5,597068
2948,PHOTOGRAPHY,4.5,823109
2949,PHOTOGRAPHY,4.3,4865132
2950,PHOTOGRAPHY,4.4,49553
2951,PHOTOGRAPHY,4.2,197295
2952,PHOTOGRAPHY,4.1,21578
2953,PHOTOGRAPHY,4.3,307453
2954,PHOTOGRAPHY,4.0,32896
2955,PHOTOGRAPHY,4.6,98717
2956,PHOTOGRAPHY,4.3,542561
2957,PHOTOGRAPHY,4.4,3158151
2958,PHOTOGRAPHY,4.5,462702
2959,SPORTS,4.2,521138
2960,SPORTS,4.3,1802
2961,SPORTS,4.4,283662
2962,SPORTS,4.2,82882
2963,SPORTS,4.1,459795
2964,SPORTS,4.4,133825
2965,SPORTS,4.7,911995
2966,SPORTS,4.6,1733
2967,SPORTS,4.2,342909
2968,SPORTS,4.3,31908
2969,SPORTS,4.3,56270
2970,SPORTS,4.5,107724
2971,SPORTS,4.6,101455
2972,SPORTS,4.5,152780
2973,SPORTS,4.4,21733
2974,SPORTS,4.7,410384
2975,SPORTS,4.2,277902
2976,SPORTS,4.3,91031
2977,SPORTS,4.2,112725
2978,SPORTS,3.9,76346
2979,SPORTS,3.9,63938
2980,SPORTS,4.2,18678
2981,SPORTS,4.3,39878
2982,SPORTS,4.6,152867
2983,SPORTS,4.3,63580
2984,SPORTS,4.0,121003
2985,SPORTS,4.0,135763
2986,SPORTS,4.0,176448
2987,SPORTS,4.6,1981
2988,SPORTS,4.3,16016
2989,SPORTS,4.2,9992
2990,SPORTS,4.3,36490
2991,SPORTS,4.4,122282
2992,SPORTS,4.0,218
2993,SPORTS,4.6,4011
2994,SPORTS,4.7,25172
2995,SPORTS,4.3,14123
2996,SPORTS,4.0,2487
2997,SPORTS,4.5,180938
2998,SPORTS,4.7,950
2999,SPORTS,4.4,232423
3000,SPORTS,4.8,1664
3001,SPORTS,3.3,1391
3002,SPORTS,4.3,2486
3003,SPORTS,3.9,188834
3004,SPORTS,4.4,697
3005,SPORTS,3.9,5510
3006,SPORTS,4.4,4549
3007,SPORTS,4.3,91031
3008,SPORTS,4.4,6106
3009,SPORTS,4.2,277900
3010,SPORTS,4.2,521138
3011,SPORTS,4.1,459795
3012,SPORTS,4.4,122282
3013,SPORTS,4.0,176448
3014,SPORTS,4.4,133825
3015,SPORTS,4.3,91031
3016,SPORTS,4.1,288809
3017,SPORTS,4.0,43611
3018,SPORTS,4.2,521138
3019,SPORTS,4.2,82882
3020,SPORTS,4.3,91031
3021,SPORTS,3.1,78442
3022,SPORTS,4.1,288809
3023,SPORTS,2.9,3017
3024,SPORTS,4.0,30840
3025,SPORTS,4.5,36255
3026,SPORTS,4.3,752
3027,SPORTS,4.1,19230
3028,SPORTS,4.3,926
3029,SPORTS,4.5,26102
3030,SPORTS,4.6,37167
3031,SPORTS,4.4,2020
3032,SPORTS,4.2,798
3033,SPORTS,4.3,7543
3034,SPORTS,3.4,1845
3035,SPORTS,4.6,13098
3036,SPORTS,4.2,1904
3037,SPORTS,4.4,6106
3038,SPORTS,4.0,11085
3039,SPORTS,4.1,3387
3040,SPORTS,4.0,11151
3041,SPORTS,4.6,29673
3042,SPORTS,4.2,277904
3043,SPORTS,4.5,50017
3044,SPORTS,4.4,63650
3045,SPORTS,4.0,176450
3046,SPORTS,3.5,50179
3047,SPORTS,4.0,43611
3048,SPORTS,4.2,521140
3049,SPORTS,4.0,9971
3050,SPORTS,4.4,122283
3051,SPORTS,4.8,1660
3052,SPORTS,4.1,361
3053,SPORTS,4.6,5305
3054,SPORTS,4.3,24082
3055,SPORTS,4.4,133833
3056,SPORTS,4.3,91033
3057,SPORTS,4.6,990
3058,SPORTS,4.5,32386
3059,SPORTS,4.3,101
3060,SPORTS,4.2,521140
3061,SPORTS,4.4,122283
3062,SPORTS,4.2,82883
3063,SPORTS,4.4,133833
3064,SPORTS,4.3,91033
3065,SPORTS,4.5,35394
3066,SPORTS,4.5,32386
3067,SPORTS,4.1,288809
3068,SPORTS,4.0,28895
3069,SPORTS,4.7,410395
3070,SPORTS,4.6,11549
3071,SPORTS,4.2,277904
3072,SPORTS,4.2,521140
3073,SPORTS,4.1,34123
3074,SPORTS,4.1,459797
3075,SPORTS,3.5,4057
3076,SPORTS,4.5,5517
3077,SPORTS,3.9,4272
3078,SPORTS,4.6,539
3079,SPORTS,4.0,9971
3080,SPORTS,4.4,122283
3081,SPORTS,4.2,82883
3082,SPORTS,4.2,342912
3083,SPORTS,4.6,666521
3084,SPORTS,4.5,838765
3085,SPORTS,4.4,133833
3086,SPORTS,4.5,2943
3087,SPORTS,4.4,108318
3088,SPORTS,4.3,7543
3089,SPORTS,4.2,18679
3090,SPORTS,4.3,91033
3091,SPORTS,4.5,32386
3092,SPORTS,4.0,68935
3093,SPORTS,4.2,80900
3094,SPORTS,4.1,288809
3095,SPORTS,3.9,5511
3096,SPORTS,4.2,75545
3097,SPORTS,4.0,28895
3098,SPORTS,3.5,50179
3099,SPORTS,4.0,11151
3100,SPORTS,4.0,30840
3101,SPORTS,4.5,1605267
3102,TRAVEL_AND_LOCAL,4.1,136626
3103,TRAVEL_AND_LOCAL,4.2,219848
3104,TRAVEL_AND_LOCAL,4.4,52029
3105,TRAVEL_AND_LOCAL,4.4,49190
3106,TRAVEL_AND_LOCAL,4.1,5150
3107,TRAVEL_AND_LOCAL,4.3,64713
3108,TRAVEL_AND_LOCAL,4.5,216388
3109,TRAVEL_AND_LOCAL,4.5,481545
3110,TRAVEL_AND_LOCAL,4.4,6012
3111,TRAVEL_AND_LOCAL,4.5,260121
3112,TRAVEL_AND_LOCAL,4.7,1830388
3113,TRAVEL_AND_LOCAL,4.4,17878
3114,TRAVEL_AND_LOCAL,4.1,26871
3115,TRAVEL_AND_LOCAL,4.4,1162837
3116,TRAVEL_AND_LOCAL,4.4,359403
3117,TRAVEL_AND_LOCAL,4.3,9235155
3118,TRAVEL_AND_LOCAL,4.2,219848
3119,TRAVEL_AND_LOCAL,4.0,33782
3120,TRAVEL_AND_LOCAL,4.7,192641
3121,TRAVEL_AND_LOCAL,4.3,2338655
3122,TRAVEL_AND_LOCAL,4.6,751551
